No,Pengguna,Waktu,Ulasan,Label
2414,AC,2021-12-08 12:52:24,"Capek geser untuk tanggal lahir, aplikasi lemot",Negatif
2415,KZ,2021-12-08 12:54:32,Kok ngga bisa masuk sih,Negatif
2416,CH,2021-12-08 12:55:27,Mohon info kenapa selalu gagal login setelah update versi terbaru.,Negatif
2417,ML,2021-12-08 12:56:23,Aplikasi error,Negatif
2418,RS,2021-12-08 12:58:22,"Apk tolol,sertifikat ndak kluar,padahal ada tulisan audah vaksin dosis pertama tapi sertifikat nggak kluar,waktu aku cek sertifikat tiba tiba aplikasi kluar sendiri,aku coba ke 3 hp berbeda sama juga keluar keluar sendiri,apk bodoh tolol bangkek",Negatif
2419,MFF,2021-12-08 12:59:02,Sangat bagus,Positif
2420,MM,2021-12-08 12:59:19,Lebih suka tampilan dulu sebelum update,Negatif
2421,YT,2021-12-08 13:01:34,Yg perlu di update itu pada saat pengisian e-hac sdh di set ke bahasa indonesia tp di e-hac bahasa inggris ini aplikasi indonesia atau luar ?,Negatif
2422,NM,2021-12-08 13:01:53,Terima kasih,Positif
2423,PM,2021-12-08 13:02:08,gak tau,Negatif
2424,SS,2021-12-08 13:05:41,Melihat hasil pcr rspj,Positif
2425,AT,2021-12-08 13:07:18,Semoga membantu,Positif
2426,CC,2021-12-08 13:07:51,Aplikasinya sering keluar sendiri. Gk bisa buat cek sertifikat vaksin,Negatif
2427,YB,2021-12-08 13:10:12,Saya sudah vaksin 2x kenapa masih tertulis 1x? Hadeuuuuhhhh... terus juga sertifikasi vaksin saya ga keluar,Negatif
2428,AS,2021-12-08 13:10:26,Sangat berguna untuk mengetahui segala sesuatu yang terkait covid-19,Positif
2429,YS,2021-12-08 13:11:42,Ok,Positif
2430,SA,2021-12-08 13:16:24,Sudah vaksin sudah dapet sertifikat masih statusnya merah belum vaksin,Negatif
2431,SS,2021-12-08 13:20:40,"sistemnya mesti di perbaiki, isi tanggal lahir tidak bisa di ketik langsung",Negatif
2432,WS,2021-12-08 13:21:47,Ok,Positif
2433,IN,2021-12-08 13:23:26,"Waktu mau daftar akun, kode otp sms nya ga msuk msuk kenapa ya, sdh di uninstal berpa kali masih aja ga bisa",Negatif
2434,NA,2021-12-08 13:23:57,Ok,Positif
2435,AK,2021-12-08 13:23:58,Mantap!!!,Positif
2436,ASLM,2021-12-08 13:25:54,Sangat bagus,Positif
2437,SS,2021-12-08 13:26:56,Mantap,Positif
2438,GD,2021-12-08 13:26:58,Sangat bagus,Positif
2439,SRT,2021-12-08 13:28:12,Awal nya mau vaxin sgt takut namun setelah vaxin jadi krn sangat bagus tbh kita,Positif
2440,LV,2021-12-08 13:29:05,"Bug login, ketika login muncul error time out setelah itu login lagi dan muncul error lagi setelah itu install ulang akhirnya bisa login tetapi 2-3 hari error lagi dan harus install ulang lagi",Negatif
2441,MR,2021-12-08 13:29:05,Aplikasi ko g bisa di akses buat jadinya download,Negatif
2442,MP,2021-12-08 13:29:13,"Cobalah serius dalam membuat aplikasi, ga guna ngabisin dana pemerintah aja bangke",Negatif
2443,BA,2021-12-08 13:29:41,Jaga keamanan data,Positif
2444,ZJ,2021-12-08 13:33:22,Kenapa kok gk bisa masuk keakunnya padahal dulu lancar2 aja tp sekarang kok malah susah ditambah lemot banget padahal jaringannya udah pakek WiFi masih lemot juga. Mohon ditindak lanjuti !!,Negatif
2445,RA,2021-12-08 13:33:40,tolong dong perbaharui aplikasi nya !! jadikan yang terbaikkkk,Negatif
2446,AH,2021-12-08 13:35:21,Membantu sekali,Positif
2447,AV,2021-12-08 13:37:24,"Ini aplikasi bagus👍🏻..aku tadi baru download aplikasinya..waktu aku periksa sertifikat vaksinku ga ada..trs aku coba update aplikasi, di refresh terus, trs di bagian sertifikat vaksin ada semacam klaim sertifikat..nah aku isi semacam idetitas yg di klaim sertifikat itu 2 kali baru keluar sertifikatnya..(semoga membantu kalian yg sampai sekarang belum muncul sertifikat vaksinnya😁)langsung lega pas sertifikatnya muncul🥲🥲semoga aplikasi ini akan membantu aktivitasku kedepannya👍🏻👍🏻",Positif
2448,KM,2021-12-08 13:39:27,Siip,Positif
2449,AI,2021-12-08 13:39:40,"Sudah melakukan vaksin 1, tiket vaksin juga sudah ada. Tapi kenapa sertifikatnya belum muncul sampai sekarang??? Giliran di verifikasi malah belum melakukan vaksin🤦🏻‍♀️ Gimana nih???",Negatif
2450,FFA,2021-12-08 13:39:54,Tanggal lahir ga bisa di input,Negatif
2451,WK,2021-12-08 13:43:08,Bagus,Positif
2452,ER,2021-12-08 13:45:22,Ok,Positif
2453,IFSZ,2021-12-08 13:48:00,"Capek banget sama aplikasi ini...udh vaksin dua kali, tapi status vaksinasi masih kuning,belum hijau. Pdhl sertifikat vaksin kedua udh ada di aplikasi,tp status vaksinasi masih kuning. Padahal vaksin kedua di tgl 26 Oktober kemarin,masih aja blom berubah status vaksinasi nya sampai hari ini..... udh lapor ke email,malah dapat pesan kalo email nya gabisa diteruskan ke email peduli lindungi,pdhl sebelumnya udh dapat jawaban ""mohon tunggu untuk dibalas"" dari bot email peduli lindungi nya👎",Negatif
2454,AWO,2021-12-08 13:49:31,bsgus,Positif
2455,DA,2021-12-08 13:57:50,"Ini gimana sih gabisa di unduh loading terus, saya sampai sudah uninstall Microsoft office buat sekolah demi beginian doang",Negatif
2456,IS,2021-12-08 13:58:52,"Tolong dibenahi lagi APKnya, verifikasi lewat kode otp yang dikirim lewat SMS tidak pernah masuk padahal nomor HP sudah sesuai, ketika receck kemudian ingin verifikasi ulang terkendala attempt, padahal ingin daftar vaksin dosis pertama",Negatif
2457,JN,2021-12-08 14:00:30,"Di aplksi masih sangat sulit dnwload sertfikat, pdhal data sudah benar.",Negatif
2458,US,2021-12-08 14:00:35,Terima kasih peduli lindungi apl saya sdah aktif.,Positif
2459,AS,2021-12-08 14:00:55,Good,Positif
2460,MT,2021-12-08 14:01:38,Bagus bangaa....t...,Positif
2461,AW,2021-12-08 14:08:42,Sangat berguna. 👍,Positif
2462,KN,2021-12-08 14:11:12,Maaf cuman bisa kasih 1 bintang doang😌,Negatif
2463,MMM,2021-12-08 14:15:43,Sejak hari Minggu lalu 5 Des tidak bisa untuk scan.... yang muncul malah kamera untuk menfoto. Adakah solusinya?,Negatif
2464,RF,2021-12-08 14:17:33,Saya merekomendasikan untuk mendownload aplikasi ini agar memudahkan anda semua untuk mengecek saat sudah vaksin mndapat sertifikat bisa dicek disni.selain tu bsa jg brguna saat qt brada dipublik yg mmbtuhkan informasi apakah dstu aman dri covid atau tidak nah aplikasi ni scra otomatis bsa melacak keberadaan qta apakah qt aman dri tmpat tu atw tdk.thanks...buat pedulilindungi.,Positif
2465,RMA,2021-12-08 14:20:44,"admin yg terhormat, saya udah vaksin dari beberapa bulan lalu dowload aplikasi nya juga udah, dari bulan lau ampe sekarang sertifikat vaksin nya juga ga keluar keluar di aplikasi nya tolong saran nya min terimakasih",Negatif
2466,SM,2021-12-08 14:22:19,Ok,Positif
2467,M,2021-12-08 14:30:18,Oke,Positif
2468,HIEP,2021-12-08 14:31:18,Ok,Positif
2469,AD,2021-12-08 14:33:45,"Good makin kesini makin nyaman digunakan, tq 👍",Positif
2470,MDA,2021-12-08 14:34:50,Ini kenapa malah ga ada kolom sertifikat vaksin??,Negatif
2471,DS,2021-12-08 14:34:59,aplikasi payah ribet lemot. dan juga ribet nya ngisi tanggal lahir sekrol tahun aja ampe mencet 100x😂. 👎,Negatif
2472,BB,2021-12-08 14:36:27,Rusakkk,Negatif
2473,AA,2021-12-08 14:38:11,Sangat membantu sekali adanya aplikasi peduli,Positif
2474,MP,2021-12-08 14:38:55,Kemaren sudah keluar sertifikatnya setelah diupdate kok minta claim segala. Balikin ke versi sebelumnya woy. Anjir bener bikin sakit hati aja,Negatif
2475,SM,2021-12-08 15:00:16,"Aplikasi yang membagongkan, app designer yang membuatnya bagong oiii... tanggalnya tidak ada input manual, harus klik berkali kali sampai dapat tgl lahir... benar benar membagongkan",Negatif
2476,NST,2021-12-08 15:12:32,Mantap..,Positif
2477,FA,2021-12-08 15:13:04,Sudah vaksin yg perrama tgl 1 oktober 2021 sampai tgl 8 des 2021 sertifikat vaksin belum ada,Negatif
2478,H,2021-12-08 15:15:37,Bagus..gampang di akses,Positif
2479,YM,2021-12-08 15:17:56,"Saya sudah di vaksin pertama dan kedua namun surat vaksin tidak bisa keluar ,apa peyebabya",Negatif
2480,TA,2021-12-08 15:21:49,Bagus,Positif
2481,TFA,2021-12-08 15:28:37,Apk nya tidak bisa klaim sertifikatnya fc terus membagongkan,Negatif
2482,DA,2021-12-08 15:32:11,Njir,Negatif
2483,YY,2021-12-08 15:40:20,"Kenapa setelah diupdate aplikasi nggak bisa dibuka,padahal aplikasinya sangat diperlukan",Negatif
2484,TY,2021-12-08 15:42:28,Ok,Positif
2485,A,2021-12-08 15:45:42,"tolong berikan akses agar aplikasi bisa di rotate, karena daya tidak bisa klik bagian scan qr, karena smartphone saya ada beberapa bagian touchscreen yang rusak",Positif
2486,AC,2021-12-08 15:49:57,Sangat membantu,Positif
2487,RB,2021-12-08 15:50:12,❤️❤️❤️❤️❤️❤️❤️❤️❤️,Positif
2488,AH,2021-12-08 15:51:03,Mantab,Positif
2489,AS,2021-12-08 15:53:31,Ok,Positif
2490,HA,2021-12-08 15:57:34,jos mantul,Positif
2491,CS,2021-12-08 15:58:38,Mantap,Positif
2492,HN,2021-12-08 16:00:18,Terima kasih atas aplikasinya,Positif
2493,FS,2021-12-08 16:10:28,"Udah bisa,makasih Pedulilindungi,semoga semakin ditingkatkan lagi kualitas aplikasinya,sukses selalu",Positif
2494,CC,2021-12-08 16:10:47,Ok..mudah digunakan.,Positif
2495,WP,2021-12-08 16:12:43,Bagus sangat membantu,Positif
2496,RS,2021-12-08 16:14:03,"gimana mau masuk ke aplikasi kalau pengiriman OTP verifikasi sangat lambat sedangkan dikasih batas waktu cuman 2 menit untuk login, padahal sinyal saya sangat stabil...!",Negatif
2497,DH,2021-12-08 16:22:39,GOOD,Positif
2498,NL,2021-12-08 16:32:05,Ok,Positif
2499,N,2021-12-08 16:33:35,Sangat jelek tiap x scandbarcode tidak bisa,Negatif
2500,FS,2021-12-08 16:38:27,Cepat dan akurat,Positif
2501,KK,2021-12-08 16:38:40,Sangat membantu,Positif
2502,AM,2021-12-08 16:48:21,"Aplikasi di input email,nmr tlp selalu user not found ,,,,😀😀😀 menyusahkan saja.",Negatif
2503,SKH,2021-12-08 16:49:41,Terlalu sering error,Negatif
2504,SP,2021-12-08 16:50:02,Ga bisa buka ah...knp eror?,Negatif
2505,IN,2021-12-08 17:00:59,Keren,Positif
2506,NS,2021-12-08 17:02:37,Bahus,Positif
2507,AI,2021-12-08 17:08:00,aplikasi dadakan yang gak ada gunanya,Negatif
2508,TP,2021-12-08 17:08:37,Baik,Positif
2509,CH,2021-12-08 17:11:01,Is good,Positif
2510,LS,2021-12-08 17:11:01,"Nggak berguna, malah mempersulit..",Negatif
2511,RR,2021-12-08 17:14:17,"Gak jelas sekarang,minta di update giliran di update gak bisa di buka.",Negatif
2512,AW,2021-12-08 17:19:49,Top marketop👍🏻👍🏻👍🏻👍🏻,Positif
2513,AP,2021-12-08 17:20:13,Susah di download,Negatif
2514,NH,2021-12-08 17:28:55,Ini aplikasi bagaimana si ? Saya udah vaksin tapi datanya katanya belum sampai dan dinyatakan belum vaksin ? Saya vaksin Agustus kemarin sampai sekarang saya ga ada sertifikat dan saya tidak dapat check-in buat masuk ke perusahaan dan tempat lainya ? Mohon responnya untuk lebih baik ya .,Negatif
2515,FN,2021-12-08 17:36:06,Mantap,Positif
2516,N,2021-12-08 18:04:11,Mantap,Positif
2517,AG,2021-12-08 18:10:54,Sangat aman dan membantu,Positif
2518,JS,2021-12-08 18:21:20,Kenapa aplikasi ini ribet sekali ya padahal saya sudah vaksin kok kenapa strifikat vaksin belum muncul dari kemarin tolong sistemnya di perbaiki .trimakasih,Negatif
2519,ENB,2021-12-08 18:26:46,Ga bsa login ntah di web ato di aplikasi knp sih gni mulu,Negatif
2520,RH,2021-12-08 19:02:35,Semoga dimudahkan dalam segala hal,Positif
2521,CYB,2021-12-08 19:04:53,"Bukan opini karena sesuai fakta yg terjadi,udah nyoba berkali2 buat unduh sertifikat vaksin tetep gabisa, ""unknown error"" terus. Padahal pas cek NIK yang tertera di aplikasi sudah benar (wong tinggal tak copy-paste) tapi tetep eror, padahal sinyal & device lancar maen pubg juga rata kanan ( ͡° ͜ʖ ͡°). Tolong mas-mbak pak-buk developer yang baik hati untuk segera diperbaiki, Sekian terimakasih 🙏🏻",Negatif
2522,DU,2021-12-08 19:33:16,Membantu sekali,Positif
2523,AV,2021-12-08 20:02:47,"Banyak bug, saya gak bisa masukkan tanggal lahir, aplikasi malah macet.",Negatif
2524,NC,2021-12-08 20:27:12,Membantu betul,Positif
2525,FB,2021-12-08 20:31:55,Semoga siapapun yg merekayasa virus ini segera mendapat balasan nya....aamiin,Positif
2526,HS,2021-12-08 20:53:12,Punya pengalaman yg kurang mengenakan.aturan perjalanan di tiap wilayah berbeda beda tapi belum di update.sehingga saya harus merelakan tiket saya hangus,Negatif
2527,TH,2021-12-08 21:35:12,Good,Positif
2528,AF,2021-12-08 21:41:02,Terima kasih sangat membantu,Positif
2529,R,2021-12-08 21:42:47,Susah untuk d updet,Negatif
2530,ZPI,2021-12-08 21:52:20,Good,Positif
2531,SS,2021-12-08 21:58:13,Sudah ada informasi Vaksin dan Swab tetapi di Bandara masih meminta fisik,Negatif
2532,DH,2021-12-08 22:17:51,Baik,Positif
2533,KA,2021-12-08 22:18:25,Hasil sertifikat vaksin saya kok tidak ada padahal sudah vaksin dosis kedua,Negatif
2534,RA,2021-12-08 22:21:29,"Jangan dibatasi akses ceknya, biar yg punya usaha cetak jalan kegiatan bisnisnya, kalo mau jahat pakai aplikasi editing kelar. Kalo dalih lindungi data penduduk, jadi keinget bintang emon. Be a wiselah min. Dr rakyat yg jujur. Thanks",Negatif
2535,MR,2021-12-08 22:24:19,Cari tanggal lahir kelamaan bagi uang lahirnya 90n,Negatif
2536,NF,2021-12-08 22:25:17,Ga bisa download vaksin ke2,Negatif
2537,HW,2021-12-08 22:29:29,Sertifikat vaksin tidak bisa didownload,Negatif
2538,YY,2021-12-08 22:31:31,Bagus,Positif
2539,FYT,2021-12-08 22:34:15,Dalam situasi PANDEMI saat ini khususnya yg mau bepergian aplikasi ini cukup membantu kelancaran proses ...,Positif
2540,HBB,2021-12-08 22:34:55,Loading lola,Negatif
2541,BG,2021-12-08 22:45:21,Sangat membantu saat bepergian,Positif
2542,EE,2021-12-08 22:48:05,Aplilasi yang sangat berguna di masa pandemi Covid-19 ini... 👍👍,Positif
2543,DD,2021-12-08 22:48:06,"Update Mulu,,,,",Negatif
2544,FI,2021-12-08 22:57:12,"Giliran di update, hasil tes covid malah ilang, kan asu",Negatif
2545,A,2021-12-08 22:58:37,Bagus,Positif
2546,AS,2021-12-08 22:59:57,Membantu banyak,Positif
2547,ES,2021-12-08 23:12:59,Apk nya gak bisa di buka n keluar sendiri.. Sudah du kali hapus download lagi tetap aja gak mau mau apk nya di buka dan keluar sendiri,Negatif
2548,SS,2021-12-08 23:16:12,"Lelet, buka sertifikat vaksin saja susah dan susah ga dapat2....",Negatif
2549,TT,2021-12-08 23:16:37,Baik,Positif
2550,RR,2021-12-08 23:18:26,Tolol GOBLOG,Negatif
2551,AB,2021-12-08 23:18:54,Bagus sekali,Positif
2552,PM,2021-12-08 23:25:06,Sangat bagus,Positif
2553,AA,2021-12-08 23:37:31,Apk ga berguna!!!,Negatif
2554,SF,2021-12-08 23:41:59,Ngk bisa di download,Negatif
2555,AZ,2021-12-08 23:44:03,Top markotop,Positif
2556,BN,2021-12-08 23:46:59,Pemborosan baterei luar biass,Negatif
2557,TA,2021-12-08 23:55:35,"Aplikasi tidak jelas, mau klaim sertifikat tapi yg muncul please return tommorow",Negatif
2558,DD,2021-12-09 0:04:45,Sdh di dondlot tapi blm bisa membuka serpetikat vaksin nya klw bisa sya tambah bintang pul,Negatif
2559,IS,2021-12-09 0:08:36,"Aplikasi payah, buat daftar aja ga bisa masuk 👎👎",Negatif
2560,D,2021-12-09 0:11:35,Bagus,Positif
2561,FC,2021-12-09 0:13:24,Aplikasi ini bagus,Positif
2562,PSL,2021-12-09 0:21:27,good,Positif
2563,BGS,2021-12-09 0:25:06,Sudah bagus sih tapi jangan di update terus dong,Positif
2564,TS,2021-12-09 0:27:22,"pengisian sulit, berbelit...",Negatif
2565,AS,2021-12-09 0:33:53,Bagus,Positif
2566,JS,2021-12-09 0:34:27,Lumayan,Positif
2567,I,2021-12-09 0:36:23,Sesat,Negatif
2568,EFM,2021-12-09 0:38:51,INI GIMANA MAU DOWNLOAD SERTIFIKAT VAKSIN MAU DI CETAK SETELAH MASUKAN NIK DAN NAMA SUDAH DI CEK TERDAFTAR DAN STELAH KLIK LIHAT SERTIFIKAT MALAH KELUAR APLIKASI DEVICE REDMI NOTE 8 TOLONG MASUKANNYA KALAU BERHASIL KASIH BINTANG 5,Negatif
2569,RA,2021-12-09 0:39:13,Sangat bagus dan membantu,Positif
2570,DT,2021-12-09 0:48:50,Appreciated but bikin telat naik kereta dan transjakarta,Negatif
2571,AA,2021-12-09 0:49:05,Kenapa susah banget untuk mengecek kartu vaksin padahal sudah vaksin ke 2 tapi susah banget sudah beberapa kali tetep saja gabisa,Negatif
2572,EM,2021-12-09 0:53:32,Sangat membantu hanya saja masih ada beberapa hal atay beberapa fitur yang harus di tambah,Positif
2573,MK,2021-12-09 0:56:29,Keterangan vaksin tidak keluar,Negatif
2574,DO,2021-12-09 1:04:31,Membantu sekali,Positif
2575,ID,2021-12-09 1:04:57,Aplikasi ini sangat membantu kami dalam melakukan aktifitas berrpegian dalam/luar daerah....👍👍👍,Positif
2576,SR,2021-12-09 1:05:26,"Makin di update makin buruk,ini aplikasi",Negatif
2577,AD,2021-12-09 1:05:50,Ok,Positif
2578,DT,2021-12-09 1:12:54,Siiplah,Positif
2579,WR,2021-12-09 1:14:09,Bagus sekali,Positif
2580,IP,2021-12-09 1:17:54,"Saya gabisa login padahal udah daftar lama.. Pas verifikasi otp selalu ada tulisan Username cannot be empty.. Nyusahin mau kemana2 jadi sulit saya, masa babawa sertifikat vaksin kemana.. Harusnya aplikasi ngegampangin tapi nyusahin ini. Mau naik krl mau ke kantor pemerintahan semuanya harus scan barcode tapi saya ga bisa akses akun saya..TOLONG DONG SOLUSI",Negatif
2581,YA,2021-12-09 1:19:10,"Sudah berkali kali dwonload tp kenapa gk bisa d buka..gk bisa masuk..sudah satu bulan lebih dwonload apus,dwonload apus tetap gs bisa...apa masalahnya ini.",Negatif
2582,JC,2021-12-09 1:24:38,Kerenlah,Positif
2583,HZ,2021-12-09 1:24:45,Sangat membantu,Positif
2584,AS,2021-12-09 1:26:43,"Udah update tapi bug masih ada nih. Gimana nih om developer. Tiap kali mau cek sertifikat dari nik lain, aplikasi malah force close. Terus mau claim sertifikat juga gak bisa wrong capcha, padahal cekbox capcha ny udah ✅. Hadeehh",Negatif
2585,DK,2021-12-09 1:27:27,Mantap,Positif
2586,DS,2021-12-09 1:27:58,selalu tingkatkan kualitas,Positif
2587,JN,2021-12-09 1:28:05,"Bagus, bermanfaat dan inovatif,, 🙏🙏👍👍",Positif
2588,RI,2021-12-09 1:35:50,Senin Selasa Rabu Kamis Jumat Sabtu Minggu sama aja,Positif
2589,TA,2021-12-09 1:35:50,Top markotop Indonesia,Positif
2590,YP,2021-12-09 1:38:30,Proses verifikasi ribet. Mau ke Gmail buat lihat kode verifikasi pas balik ke aplikasi pedulilindungi malah eror. Ga jelas,Negatif
2591,AT,2021-12-09 1:39:13,"Udah daftar tapi SMS ga masuk""",Negatif
2592,AN,2021-12-09 1:41:33,"Ngk bsa di instal pdhl pnyimpanan ngk pnuh,,,mhon di prbaiki yh kk😉",Negatif
2593,LA,2021-12-09 1:41:53,Good,Positif
2594,BS,2021-12-09 1:45:02,"Kenapa vaksin ke 2 saya nggak keluar"" padahal sudah sebulan lebih",Negatif
2595,JJ,2021-12-09 1:45:06,Bagus,Positif
2596,CS,2021-12-09 1:45:11,Sedikit saran. Hendaknya fitur auto cekout dr suatu tempat ditambahkan lg berdasarkan GPS. Supaya ketika GPS org tersebut diluar area..tdk prlu scan out lg.,Negatif
2597,SB,2021-12-09 1:47:26,Apllikasinya gak jelas. Aku udah vaksin ke-2 tapi sertifikat ke-2 nya gak muncul. Sedangkan teman aku. Bisa muncul. Aku tanyak ketempat aku vaksin. Jawabannya sekarang gak ada lagi di aplikasi pedulilindungi tapi melalui web. Pertanyaannya kenapa punya teman aku ada sertifikat ke-2 di aplikasi pedulilindungi sedangkan aku gak ada. Sangat kecewa aku min.,Negatif
2598,BAR,2021-12-09 1:48:28,"Diwajibkan kok gak mutu gini apps, lemot, suka error, payah",Negatif
2599,JS,2021-12-09 1:49:07,Sangat bermanfaat,Positif
2600,NRU,2021-12-09 1:49:22,"Ini gimana ini jangankan mengunduh certifikat vaksinnya, ngecek aja nggak bsa, malah keluar dari apk, Cek Vaksin aja harus ganti hp lebih bagus, tidak semua orang kaya seperti yang anda kira, tolong kerjasamanya",Negatif
2601,PDA,2021-12-09 1:52:29,Tks u,Positif
2602,WP,2021-12-09 1:53:59,"Gak bisa login lewat no hp atau pun lewat Gmail ,kode otp gak masuk tolong di benar kan lagi, saya sudah vaksin kedua jalan 2 bulan mau lihat sertifikat vaksin gak bisa gara""gak bisa ""LOGIN""",Negatif
2603,RR,2021-12-09 2:04:33,Sangat bagus,Positif
2604,HL,2021-12-09 2:10:27,"Klaim sulit, gajelas",Negatif
2605,MSH,2021-12-09 2:15:12,Apik,Positif
2606,AS,2021-12-09 2:16:06,Baik,Positif
2607,LN,2021-12-09 2:16:54,Muantaab... Pembaruan terakhir tdk pakai ribet masukkan NIK lagi. Klik langsung keluar ikon pilihan. Klik keluar sertifikat vaksin..,Positif
2608,DK,2021-12-09 2:19:12,Saya sudah vaksin tahap pertama tapi sertivikat saya belum keluar saya butuh itu untuk kemana2 saya udah cek mana kalau saya mau daftar tiba2 ilang gimna sich,Negatif
2609,MAB,2021-12-09 2:21:37,Sangat bergunaa dan bermanfaat,Positif
2610,HK,2021-12-09 2:22:46,Helpful,Positif
2611,NF,2021-12-09 2:23:59,Good,Positif
2612,DM,2021-12-09 2:26:19,"Lama untuk pengisian tanggal lahir,",Negatif
2613,KN,2021-12-09 2:27:07,Susah bener untuk memuat tanggal lahir ..... perbaiki dong,Negatif
2614,DF,2021-12-09 2:29:43,Ya ampun ngelag parah udah masukin kode OTP giliran di klik Gk bisa hadeh hadehh😑😑😑,Negatif
2615,S,2021-12-09 2:36:38,Ko macet sih sudah cek daftar vaksinasi mau lanjut ke sertifikat vaksin ... Eh malah kembali... Gimana sih ini apk....,Negatif
2616,CK,2021-12-09 2:36:49,Apk yang sangat bagus dan bermanfaat,Positif
2617,A,2021-12-09 2:45:25,"Ralat bintang jdi 4, udh gk error kyk dulu. Nanti bintang 5 klo udh kgk refresh terus...",Positif
